ref,pred,bleu
ask your forward about more details . , you are too . ,0.33401359264888447
check the inserted memo for details . , have to be very . ,0.4482700320176827
through check each other s status and contact . , you have to be very . ,0.38753858253732953
tape along the waist muscles on the sides of the backbone . , our is . ,0.037829991229878616
please refer to the answers below marked in blue . , do not have this year . ,0.3280443278078623
please record the items in the order of most needed ones . , is the problem is important . ,0.27952792741962756
learn korean with the money i gave you . , you are too . ,0.24092085663272753
if you have something to say call my husband later . , i have to do . ,0.2650845609581655
if it is touched by water it may break down so be cautious . , do you have to be . ,0.20029051217596075
request an original file to the studio . , do you have to work . ,0.5444460596606694
please enter a valid network address . , do you have . ,0.33401359264888447
if teacher ask you for a help refuse it . , you are . ,0.08762406445626589
tell me about you new neighborhood . , you are there . ,0.39721134088567395
the god would be happy when he saw us grow up like the jesus . , the is very very very possible . ,0.23315591526465868
please be noted that the house has a dog . , do you have . ,0.15777684932819508
check the shared contents on your timeline . , do there is it . ,0.3670124608961283
change the location of the shadow by using your finger . , do there s . ,0.12287673380733741
please use the service by using the point . , do this is the problem . ,0.4608636396914616
regarding your order please refer to the below . , do it . ,0.10283257773094409
if you need a ask the front desk . , do there is it . ,0.3004843884984905
turn left at then go straight . , is the best . ,0.33401359264888447
please let me know when you need a help to get this work done . , do you have to do . ,0.18762935180380186
please check the internet to finish this work . , you are this . ,0.24092085663272753
prepare your clothes for tomorrow . , do you are . ,0.42888194248035344
it s up to you whether you come see me or not . , i have to do . ,0.16056239100113953
save your time by your work speed . , i have to do . ,0.3670124608961283
please drive safely as there is a lot of snow . , do you are . ,0.12287673380733741
contact me when you come to korea for travel . , do you have . ,0.18762935180380186
please prepare meals for twelve tomorrow morning . , do you have to work . ,0.45782273986766686
don t worry about your future just think a happy idea . , do you have to be good . ,0.30096441267171586
eat your meal on time for your health . , you are too . ,0.2025894847023147
remember i paid the food cost last month . , i have to be . ,0.35733817274964674
please complete the sentence with correct word in the blank . , do there are any problem . ,0.27768352844338134
go to the korean embassy for the advice . , are much is very important . ,0.38753858253732953
you need to take a rest at home and care for your health . , do there is a lot of year . ,0.33401359264888447
please ask for confirmation to the embassy employee . , it is possible . ,0.2025894847023147
therefore please reserve the one way flight ticket . , i will have to do . ,0.38753858253732953
press the number on the presented graph . , do you have . ,0.2601300475114445
for the broken part replace it with new part . , the is is there . ,0.2925637512788283
sleep in motel when you come to korea with your friend . , do you have to go . ,0.30934850332660563
please give another number besides mine . , you are not too . ,0.4482700320176827
please confirm the mail that the buyer has sent to me . , you are it . ,0.09569649651041094
purchase it online at home in korea . , i do my best . ,0.3670124608961283
take care of yourself in this hot weather . , do you have . ,0.2025894847023147
always be careful when you go to china . , you are too . ,0.24092085663272753
you are asking your boss for money . , you are this . ,0.2601300475114444
you should study techniques in korea . , you are too . ,0.39721134088567395
you should request the tax department to return it to korea . , you are . ,0.044987694731062185
hire me who can be devoted to your company . , you are not . ,0.15777684932819508
don t accept her demand and just keep giving a class . , do not have to do . ,0.23505403213046533
check the machine which is needed in each hospital . , do you have . ,0.15777684932819508
please introduce me to your friend like that . , i have to do . ,0.35733817274964674
practice if you want to be loved by your wife in future . , is is there . ,0.07452850641949799
when you come to korea please use this room . , you are too . ,0.18762935180380186
please advise if the cargo is released to the customer . , do this is . ,0.14612588611198102
please read the manual and warnings before using the product . , we are very very important . ,0.27768352844338134
achieve knowledge through prepare and review . , do you have . ,0.33401359264888447
always sign a contract with the landlord . , you are not . ,0.2601300475114445
check out the real gold that you can actually see . , do you have . ,0.14612588611198102
check the produced heart right now . , do is not a lot . ,0.5408536609893481
choose anything and start playing the game . , do you have . ,0.2601300475114445
click to see more of the same product . , do you have . ,0.2025894847023147
